,county,jurisdiction,state
991,CLAY COUNTY,CLAY,TEXAS
992,ERATH COUNTY,ERATH,TEXAS
993,,DISTRICT 40,ALASKA
994,WOODWARD COUNTY,WOODWARD,OKLAHOMA
995,FALLS COUNTY,FALLS,TEXAS
996,MENDOCINO COUNTY,MENDECINO,CALIFORNIA
997,MENDOCINO COUNTY,MENDOCINO,CALIFORNIA
998,EL DORADO COUNTY,EL DORADO,CALIFORNIA
999,TUOLUMNE COUNTY,TUOLUMNE,CALIFORNIA
1000,MARIPOSA COUNTY,MARIPOSA,CALIFORNIA
1001,YUBA COUNTY,YUBA,CALIFORNIA
1002,LE FLORE COUNTY,LEFLORE,OKLAHOMA
1003,BEAVER COUNTY,BEAVER,OKLAHOMA
1004,CALCASIEU PARISH,CALCASIEU,LOUISIANA
1005,FANNIN COUNTY,FANNIN,TEXAS
1006,CALHOUN COUNTY,CALHOUN,FLORIDA
1007,NASSAU COUNTY,NASSAU,FLORIDA
1008,FAYETTE COUNTY,FAYETTE,TEXAS
1010,RUSK COUNTY,RUSK,TEXAS
1011,HARDEE COUNTY,HARDEE,FLORIDA
1012,WELD COUNTY,WELD,COLORADO
1013,ELBERT COUNTY,ELBERT,COLORADO
1014,LINCOLN COUNTY,LINCOLN,COLORADO
1015,WASHINGTON COUNTY,WASHINGTON,COLORADO
1016,CHEYENNE COUNTY,CHEYENNE,COLORADO
1017,KIT CARSON COUNTY,KIT CARSON,COLORADO
1018,LOGAN COUNTY,LOGAN,COLORADO
1019,ROOSEVELT COUNTY,ROOSEVELT,MONTANA
1020,MORGAN COUNTY,MORGAN,COLORADO
1021,FORSYTH COUNTY,FORSYTH,GEORGIA
1022,VAN BUREN COUNTY,VAN_BUREN COUNTY,ARKANSAS
1023,PHILLIPS COUNTY,PHILLIPS,COLORADO
1024,SEDGWICK COUNTY,SEDGWICK,COLORADO
1025,COCHRAN COUNTY,COCHRAN,TEXAS
1026,,DISTRICT 15,ALASKA
1027,YUMA COUNTY,YUMA,COLORADO
1028,CRITTENDEN COUNTY,CRITTENDEN COUNTY,ARKANSAS
1029,COAL COUNTY,COAL,OKLAHOMA
1030,AUSTIN COUNTY,AUSTIN,TEXAS
1031,SABINE COUNTY,SABINE,TEXAS
1032,FISHER COUNTY,FISHER,TEXAS
1033,DODGE COUNTY,DODGE,NEBRASKA
1034,FLOYD COUNTY,FLOYD,TEXAS
1035,RAPIDES PARISH,RAPIDES,LOUISIANA
1036,SAN AUGUSTINE COUNTY,SAN AUGUSTINE,TEXAS
1037,CADDO COUNTY,CADDO,OKLAHOMA
1038,FOARD COUNTY,FOARD,TEXAS
1039,FORT BEND COUNTY,FORT BEND,TEXAS
1040,BURKE COUNTY,BURKE,NORTH CAROLINA
1041,MADISON COUNTY,MADISON,INDIANA
1042,HOWARD COUNTY,HOWARD,INDIANA
1043,MARICOPA COUNTY,MARICOPA,ARIZONA
1044,ALBANY COUNTY,ALBANY,NEW YORK
1045,JOHNSON COUNTY,JOHNSON,INDIANA
1046,HENRY COUNTY,HENRY,INDIANA
1047,VANDERBURGH COUNTY,VANDERBURGH,INDIANA
1048,STANLY COUNTY,STANLY,NORTH CAROLINA
1049,SAN JACINTO COUNTY,SAN JACINTO,TEXAS
1050,LAKE OF THE WOODS COUNTY,LAKE OF THE WOODS,MINNESOTA
1051,COLFAX COUNTY,COLFAX,NEW MEXICO
1052,LINN COUNTY,LINN,OREGON
1053,UNION COUNTY,UNION,NORTH CAROLINA
1054,WARREN COUNTY,WARREN,NORTH CAROLINA
1055,LEMHI COUNTY,LEMHI,IDAHO
1056,GEAUGA COUNTY,GEAUGA,OHIO
1057,IDAHO COUNTY,IDAHO,IDAHO
1058,GREENLEE COUNTY,GREENLEE,ARIZONA
1059,ADAMS COUNTY,ADAMS,IDAHO
1060,BLAINE COUNTY,BLAINE,IDAHO
1061,LEWIS COUNTY,LEWIS,IDAHO
1062,OWYHEE COUNTY,OWYHEE,IDAHO
1063,WABASH COUNTY,WABASH,INDIANA
1064,QUEENS COUNTY,QUEENS,NEW YORK
1065,KINGS COUNTY,KINGS,NEW YORK
1066,RICHMOND COUNTY,RICHMOND,NEW YORK
1067,NEW YORK COUNTY,NEW YORK,NEW YORK
1068,BRONX COUNTY,BRONX,NEW YORK
1069,SAN PATRICIO COUNTY,SAN PATRICIO,TEXAS
1070,FRANKLIN COUNTY,FRANKLIN,TEXAS
1071,JACKSON COUNTY,JACKSON,OREGON
1072,FAYETTE COUNTY,FAYETTE,TENNESSEE
1073,FENTRESS COUNTY,FENTRESS,TENNESSEE
1074,GRANT COUNTY,GRANT,OREGON
1075,BRAZOS COUNTY,BRAZOS,TEXAS
1076,LINCOLN COUNTY,LINCOLN,OKLAHOMA
1077,,DISTRICT 16,ALASKA
1078,COKE COUNTY,COKE,TEXAS
1079,COMANCHE COUNTY,COMANCHE,OKLAHOMA
1080,SAN SABA COUNTY,SAN SABA,TEXAS
1081,FREESTONE COUNTY,FREESTONE,TEXAS
1082,SCHLEICHER COUNTY,SCHLEICHER,TEXAS
1083,FRIO COUNTY,FRIO,TEXAS
1084,SCURRY COUNTY,SCURRY,TEXAS
1085,GAINES COUNTY,GAINES,TEXAS
1086,SHACKELFORD COUNTY,SHACKELFORD,TEXAS
1087,BOULDER COUNTY,BOULDER,COLORADO
1088,GALVESTON COUNTY,GALVESTON,TEXAS
1089,COLEMAN COUNTY,COLEMAN,TEXAS
1090,SHELBY COUNTY,SHELBY,TEXAS
1091,GARZA COUNTY,GARZA,TEXAS
1092,LOGAN COUNTY,LOGAN,OKLAHOMA
1093,DYER COUNTY,DYER,TENNESSEE
1094,SHERMAN COUNTY,SHERMAN,TEXAS
1095,,DISTRICT 17,ALASKA
1096,ALLEGHANY COUNTY,ALLEGHANY,NORTH CAROLINA
1097,MITCHELL COUNTY,MITCHELL,NORTH CAROLINA
1098,MORROW COUNTY,MORROW,OREGON
1099,COLLIN COUNTY,COLLIN,TEXAS
1100,SCOTLAND COUNTY,SCOTLAND,NORTH CAROLINA
1101,WHEELER COUNTY,WHEELER,OREGON
1103,EAST BATON ROUGE PARISH,EAST BATON ROUGE,LOUISIANA
1104,SMITH COUNTY,SMITH,TEXAS
1105,ACADIA PARISH,ACADIA,LOUISIANA
1106,ALLEN PARISH,ALLEN,LOUISIANA
1107,ASSUMPTION PARISH,ASSUMPTION,LOUISIANA
1108,AVOYELLES PARISH,AVOYELLES,LOUISIANA
1109,BIENVILLE PARISH,BIENVILLE,LOUISIANA
1110,BOSSIER PARISH,BOSSIER,LOUISIANA
1111,CALDWELL PARISH,CALDWELL,LOUISIANA
1112,LAFOURCHE PARISH,LAFOURCHE,LOUISIANA
1113,LASALLE PARISH,LASALLE,LOUISIANA
1114,LINCOLN PARISH,LINCOLN,LOUISIANA
1115,NATCHITOCHES PARISH,NATCHITOCHES,LOUISIANA
1116,RED RIVER PARISH,RED RIVER,LOUISIANA
1117,ST. JOHN THE BAPTIST PARISH,ST. JOHN THE BAPTIST,LOUISIANA
1118,ST. LANDRY PARISH,ST. LANDRY,LOUISIANA
1119,VERNON PARISH,VERNON,LOUISIANA
1120,WASHINGTON PARISH,WASHINGTON,LOUISIANA
1121,WEST FELICIANA PARISH,WEST FELICIANA,LOUISIANA
1122,BAILEY COUNTY,BAILEY,TEXAS
1123,COTTON COUNTY,COTTON,OKLAHOMA
1124,GILLESPIE COUNTY,GILLESPIE,TEXAS
1125,SOMERVELL COUNTY,SOMERVELL,TEXAS
1126,CATAHOULA PARISH,CATAHOULA,LOUISIANA
1127,GRANT PARISH,GRANT,LOUISIANA
1128,PLAQUEMINES PARISH,PLAQUEMINES,LOUISIANA
1129,ST. CHARLES PARISH,ST. CHARLES,LOUISIANA
1130,ST. HELENA PARISH,ST. HELENA,LOUISIANA
1131,WINN PARISH,WINN,LOUISIANA
1132,EVANGELINE PARISH,EVANGELINE,LOUISIANA
1133,STARR COUNTY,STARR,TEXAS
1134,COLE COUNTY,COLE,MISSOURI
1135,GLASSCOCK COUNTY,GLASSCOCK,TEXAS
1136,STEPHENS COUNTY,STEPHENS,TEXAS
1137,YANCEY COUNTY,YANCEY,NORTH CAROLINA
1138,SMITH COUNTY,SMITH,TENNESSEE
1139,COLLINGSWORTH COUNTY,COLLINGSWORTH,TEXAS
1140,WASHINGTON COUNTY,WASHINGTON,IDAHO
1141,TROUSDALE COUNTY,TROUSDALE,TENNESSEE
1142,DOUGLAS COUNTY,DOUGLAS,NEBRASKA
1143,CABARRUS COUNTY,CABARRUS,NORTH CAROLINA
1144,ROBERTSON COUNTY,ROBERTSON,TENNESSEE
1145,GOLIAD COUNTY,GOLIAD,TEXAS
1146,,DISTRICT 1,ALASKA
1147,GONZALES COUNTY,GONZALES,TEXAS
1148,JEFFERSON COUNTY,JEFFERSON,MONTANA
1149,CARROLL COUNTY,CARROLL,MISSISSIPPI
1150,BREWSTER COUNTY,BREWSTER,TEXAS
1151,LOVE COUNTY,LOVE,OKLAHOMA
1152,GRAY COUNTY,GRAY,TEXAS
1153,STERLING COUNTY,STERLING,TEXAS
1154,SCHENECTADY COUNTY,SCHENECTADY,NEW YORK
1155,COLORADO COUNTY,COLORADO,TEXAS
1156,STONEWALL COUNTY,STONEWALL,TEXAS
1157,,DISTRICT 18,ALASKA
1158,SUTTON COUNTY,SUTTON,TEXAS
1159,OTERO COUNTY,OTERO,COLORADO
1160,BACA COUNTY,BACA,COLORADO
1161,BENT COUNTY,BENT,COLORADO
1162,CROWLEY COUNTY,CROWLEY,COLORADO
1163,KIOWA COUNTY,KIOWA,COLORADO
1164,LAS ANIMAS COUNTY,LAS ANIMAS,COLORADO
1165,PROWERS COUNTY,PROWERS,COLORADO
1166,CRAIG COUNTY,CRAIG,OKLAHOMA
1167,SWISHER COUNTY,SWISHER,TEXAS
1168,GRAYSON COUNTY,GRAYSON,TEXAS
1169,TARRANT COUNTY,TARRANT,TEXAS
1170,GREGG COUNTY,GREGG,TEXAS
1171,GRIMES COUNTY,GRIMES,TEXAS
1172,ARCHER COUNTY,ARCHER,TEXAS
1173,GUADALUPE COUNTY,GUADALUPE,TEXAS
1174,HALE COUNTY,HALE,TEXAS
1175,,DISTRICT 19,ALASKA
1176,BANDERA COUNTY,BANDERA,TEXAS
1177,CREEK COUNTY,CREEK,OKLAHOMA
1178,HALL COUNTY,HALL,TEXAS
1179,MCCLAIN COUNTY,MCCLAIN,OKLAHOMA
1180,HAMILTON COUNTY,HAMILTON,TEXAS
1181,TAYLOR COUNTY,TAYLOR,TEXAS
1182,HANSFORD COUNTY,HANSFORD,TEXAS
1183,HARDEMAN COUNTY,HARDEMAN,TEXAS
1184,TERRELL COUNTY,TERRELL,TEXAS
1185,HARDIN COUNTY,HARDIN,TEXAS
1186,TERRY COUNTY,TERRY,TEXAS
1187,,DISTRICT 2,ALASKA
1188,THROCKMORTON COUNTY,THROCKMORTON,TEXAS
1189,TITUS COUNTY,TITUS,TEXAS
1190,MOBILE COUNTY,MOBILE,ALABAMA
1191,MADISON COUNTY,MADISON,ALABAMA
1192,MARSHALL COUNTY,MARSHALL,ALABAMA
1193,SHELBY COUNTY,SHELBY,ALABAMA
1194,BALTIMORE CITY,BALTIMORE CITY,MARYLAND
1195,LAUDERDALE COUNTY,LAUDERDALE,ALABAMA
1196,CALHOUN COUNTY,CALHOUN,ALABAMA
1197,ETOWAH COUNTY,ETOWAH,ALABAMA
1198,ESCAMBIA COUNTY,ESCAMBIA,ALABAMA
1199,KIMBALL COUNTY,KIMBALL,NEBRASKA
1200,BARNSTABLE COUNTY,BREWSTER,MASSACHUSETTS
1201,BERKSHIRE COUNTY,DALTON,MASSACHUSETTS
1202,BERKSHIRE COUNTY,WILLIAMSTOWN,MASSACHUSETTS
1203,BRISTOL COUNTY,ACUSHNET,MASSACHUSETTS
1204,BRISTOL COUNTY,BERKLEY,MASSACHUSETTS
1205,BRISTOL COUNTY,DIGHTON,MASSACHUSETTS
1206,BRISTOL COUNTY,FREETOWN,MASSACHUSETTS
1207,BRISCOE COUNTY,BRISCOE,TEXAS
1208,BRISTOL COUNTY,REHOBOTH,MASSACHUSETTS
1209,MCCURTAIN COUNTY,MCCURTAIN,OKLAHOMA
1212,ESSEX COUNTY,BOXFORD,MASSACHUSETTS
1213,ESSEX COUNTY,GEORGETOWN,MASSACHUSETTS
1214,ESSEX COUNTY,GROVELAND,MASSACHUSETTS
1215,ESSEX COUNTY,HAMILTON,MASSACHUSETTS
1216,ESSEX COUNTY,MERRIMAC,MASSACHUSETTS
1217,ESSEX COUNTY,MIDDLETON,MASSACHUSETTS
1218,ESSEX COUNTY,NEWBURY,MASSACHUSETTS
1219,ESSEX COUNTY,ROCKPORT,MASSACHUSETTS
1220,ESSEX COUNTY,SALISBURY,MASSACHUSETTS
1221,FRANKLIN COUNTY,ORANGE,MASSACHUSETTS
1222,GARFIELD COUNTY,GARFIELD,NEBRASKA
1223,GATES COUNTY,GATES,NORTH CAROLINA
1226,HAMPDEN COUNTY,SOUTHWICK,MASSACHUSETTS
1227,HAMPSHIRE COUNTY,GRANBY,MASSACHUSETTS
1228,MIDDLESEX COUNTY,AYER,MASSACHUSETTS
1229,MIDDLESEX COUNTY,GROTON,MASSACHUSETTS
1230,TOM GREEN COUNTY,TOM GREEN,TEXAS
1231,MIDDLESEX COUNTY,LINCOLN,MASSACHUSETTS
1232,MIDDLESEX COUNTY,LITTLETON,MASSACHUSETTS
1233,MIDDLESEX COUNTY,PEPPERELL,MASSACHUSETTS
1234,MIDDLESEX COUNTY,STOW,MASSACHUSETTS
1235,MIDDLESEX COUNTY,TOWNSEND,MASSACHUSETTS
1236,NORFOLK COUNTY,NORFOLK,MASSACHUSETTS
1237,NORFOLK COUNTY,PLAINVILLE,MASSACHUSETTS
1239,TRAVIS COUNTY,TRAVIS,TEXAS
1240,LAKE COUNTY,LAKE,TENNESSEE
1241,HOT SPRINGS COUNTY,HOT SPRINGS,WYOMING
1242,ESSEX COUNTY,BEVERLY,MASSACHUSETTS
1243,ESSEX COUNTY,GLOUCESTER,MASSACHUSETTS
1244,ESSEX COUNTY,HAVERHILL,MASSACHUSETTS
1245,ESSEX COUNTY,SALEM,MASSACHUSETTS
1246,MIDDLESEX COUNTY,CAMBRIDGE,MASSACHUSETTS
1247,MIDDLESEX COUNTY,EVERETT,MASSACHUSETTS
1248,MIDDLESEX COUNTY,LOWELL,MASSACHUSETTS
1249,MIDDLESEX COUNTY,MALDEN,MASSACHUSETTS
1250,MIDDLESEX COUNTY,MARLBOROUGH,MASSACHUSETTS
1251,MIDDLESEX COUNTY,MEDFORD,MASSACHUSETTS
1252,MIDDLESEX COUNTY,MELROSE,MASSACHUSETTS
1253,MIDDLESEX COUNTY,SOMERVILLE,MASSACHUSETTS
1254,MIDDLESEX COUNTY,WALTHAM,MASSACHUSETTS
1255,MIDDLESEX COUNTY,WOBURN,MASSACHUSETTS
1256,CANADIAN COUNTY,CANADIAN,OKLAHOMA
1257,TRINITY COUNTY,TRINITY,TEXAS
1258,TYLER COUNTY,TYLER,TEXAS
1259,UPSHUR COUNTY,UPSHUR,TEXAS
1260,COMAL COUNTY,COMAL,TEXAS
1261,,DISTRICT 20,ALASKA
1262,MCINTOSH COUNTY,MCINTOSH,OKLAHOMA
1263,CUSTER COUNTY,CUSTER,OKLAHOMA
1264,UPTON COUNTY,UPTON,TEXAS
1265,UVALDE COUNTY,UVALDE,TEXAS
1266,VAL VERDE COUNTY,VAL VERDE,TEXAS
1267,,DISTRICT 3,ALASKA
1268,YAVAPAI COUNTY,YAVAPAI,ARIZONA
1269,VAN ZANDT COUNTY,VAN ZANDT,TEXAS
1270,MOHAVE COUNTY,MOHAVE,ARIZONA
1271,HARRIS COUNTY,HARRIS,TEXAS
1272,VICTORIA COUNTY,VICTORIA,TEXAS
1273,COMANCHE COUNTY,COMANCHE,TEXAS
1274,BROOKS COUNTY,BROOKS,TEXAS
1275,MAJOR COUNTY,MAJOR,OKLAHOMA
1276,WALKER COUNTY,WALKER,TEXAS
1277,WALLER COUNTY,WALLER,TEXAS
1278,WARD COUNTY,WARD,TEXAS
1279,WASHINGTON COUNTY,WASHINGTON,TEXAS
1280,WEBB COUNTY,WEBB,TEXAS
1281,GWINNETT COUNTY,GWINNETT,GEORGIA
1282,MARSHALL COUNTY,MARSHALL,OKLAHOMA
1283,WHARTON COUNTY,WHARTON,TEXAS
1284,WHEELER COUNTY,WHEELER,TEXAS
1285,CONCHO COUNTY,CONCHO,TEXAS
1286,WICHITA COUNTY,WICHITA,TEXAS
1287,WILBARGER COUNTY,WILBARGER,TEXAS
1288,WILLACY COUNTY,WILLACY,TEXAS
1289,ALFALFA COUNTY,ALFALFA,OKLAHOMA
1290,MAYES COUNTY,MAYES,OKLAHOMA
1291,BROWN COUNTY,BROWN,TEXAS
1292,WILLIAMSON COUNTY,WILLIAMSON,TEXAS
1293,LACLEDE COUNTY,LACLEDE,MISSOURI
1294,CLEAR CREEK COUNTY,CLEAR CREEK,COLORADO
1295,WILSON COUNTY,WILSON,TEXAS
1296,WINKLER COUNTY,WINKLER,TEXAS
1297,PARK COUNTY,PARK,COLORADO
1298,,DISTRICT 4,ALASKA
1299,WISE COUNTY,WISE,TEXAS
1300,COOKE COUNTY,COOKE,TEXAS
1301,WOOD COUNTY,WOOD,TEXAS
1302,HARRISON COUNTY,HARRISON,TEXAS
1303,RANDOLPH COUNTY,RANDOLPH,GEORGIA
1305,HARTLEY COUNTY,HARTLEY,TEXAS
1306,CORYELL COUNTY,CORYELL,TEXAS
1307,HASKELL COUNTY,HASKELL,TEXAS
1308,GRAND COUNTY,GRAND,COLORADO
1309,SUMMIT COUNTY,SUMMIT,COLORADO
1310,MURRAY COUNTY,MURRAY,OKLAHOMA
1311,ANGELINA COUNTY,ANGELINA,TEXAS
1312,HAYS COUNTY,HAYS,TEXAS
1313,HARNEY COUNTY,HARNEY,OREGON
1314,,DISTRICT 21,ALASKA
1315,,DISTRICT 5,ALASKA
1316,YOAKUM COUNTY,YOAKUM,TEXAS
1317,BECKHAM COUNTY,BECKHAM,OKLAHOMA
1318,DELAWARE COUNTY,DELAWARE,OKLAHOMA
1319,LA PAZ COUNTY,LA PAZ,ARIZONA
1320,EL PASO COUNTY,EL PASO,COLORADO
1321,BASTROP COUNTY,BASTROP,TEXAS
1322,HEMPHILL COUNTY,HEMPHILL,TEXAS
1323,TELLER COUNTY,TELLER,COLORADO
1324,FREMONT COUNTY,FREMONT,COLORADO
1325,YOUNG COUNTY,YOUNG,TEXAS
1326,HENDERSON COUNTY,HENDERSON,TEXAS
1327,LARIMER COUNTY,LARIMER,COLORADO
1328,ZAPATA COUNTY,ZAPATA,TEXAS
1329,CHAFFEE COUNTY,CHAFFEE,COLORADO
1330,HIDALGO COUNTY,HIDALGO,TEXAS
1331,ZAVALA COUNTY,ZAVALA,TEXAS
1332,GILPIN COUNTY,GILPIN,COLORADO
1333,,DISTRICT 6,ALASKA
1334,MUSKOGEE COUNTY,MUSKOGEE,OKLAHOMA
1335,HILL COUNTY,HILL,TEXAS
1336,BURLESON COUNTY,BURLESON,TEXAS
1337,HOCKLEY COUNTY,HOCKLEY,TEXAS
1338,WINSTON COUNTY,WINSTON,ALABAMA
1339,,DISTRICT 22,ALASKA
1340,DEWEY COUNTY,DEWEY,OKLAHOMA
1341,HOOD COUNTY,HOOD,TEXAS
1342,NOBLE COUNTY,NOBLE,OKLAHOMA
1343,HOPKINS COUNTY,HOPKINS,TEXAS
1344,BROOMFIELD COUNTY,BROOMFIELD,COLORADO
1345,HOUSTON COUNTY,HOUSTON,TEXAS
1346,,DISTRICT 7,ALASKA
1347,HOWARD COUNTY,HOWARD,TEXAS
1348,HUDSPETH COUNTY,HUDSPETH,TEXAS
1349,BURNET COUNTY,BURNET,TEXAS
1350,NOWATA COUNTY,NOWATA,OKLAHOMA
1351,,DISTRICT 23,ALASKA
1352,BAYLOR COUNTY,BAYLOR,TEXAS
1353,ELLIS COUNTY,ELLIS,OKLAHOMA
1354,HUNT COUNTY,HUNT,TEXAS
1355,HUTCHINSON COUNTY,HUTCHINSON,TEXAS
1356,OKFUSKEE COUNTY,OKFUSKEE,OKLAHOMA
1357,IRION COUNTY,IRION,TEXAS
1358,JACK COUNTY,JACK,TEXAS
1359,,DISTRICT 8,ALASKA
1360,JACKSON COUNTY,JACKSON,TEXAS
1361,CARTER COUNTY,CARTER,TENNESSEE
1362,,DISTRICT 24,ALASKA
1363,OKLAHOMA COUNTY,OKLAHOMA,OKLAHOMA
1364,CALDWELL COUNTY,CALDWELL,TEXAS
1365,GARFIELD COUNTY,GARFIELD,OKLAHOMA
1366,JASPER COUNTY,JASPER,TEXAS
1367,JEFF DAVIS COUNTY,JEFF DAVIS,TEXAS
1368,JEFFERSON COUNTY,JEFFERSON,TEXAS
1369,,DISTRICT 9,ALASKA
1370,JIM HOGG COUNTY,JIM HOGG,TEXAS
1371,JIM WELLS COUNTY,JIM WELLS,TEXAS
1372,OKMULGEE COUNTY,OKMULGEE,OKLAHOMA
1373,ADDISON COUNTY,ADDISON,VERMONT
1374,ADDISON COUNTY,BRIDPORT,VERMONT
1375,ADDISON COUNTY,BRISTOL,VERMONT
1376,ADDISON COUNTY,CORNWALL,VERMONT
1377,ADDISON COUNTY,FERRISBURGH,VERMONT
1378,ADDISON COUNTY,GOSHEN,VERMONT
1379,ADDISON COUNTY,GRANVILLE,VERMONT
1380,ADDISON COUNTY,HANCOCK,VERMONT
1381,ADDISON COUNTY,LEICESTER,VERMONT
1382,ADDISON COUNTY,LINCOLN,VERMONT
1383,ADDISON COUNTY,MIDDLEBURY,VERMONT
1384,ADDISON COUNTY,MONKTON,VERMONT
1385,ADDISON COUNTY,NEW HAVEN,VERMONT
1386,ADDISON COUNTY,ORWELL,VERMONT
1387,ADDISON COUNTY,PANTON,VERMONT
1388,ADDISON COUNTY,RIPTON,VERMONT
1389,ADDISON COUNTY,SALISBURY,VERMONT
1390,ADDISON COUNTY,SHOREHAM,VERMONT
1391,ADDISON COUNTY,STARKSBORO,VERMONT
1392,ADDISON COUNTY,VERGENNES,VERMONT
1393,ADDISON COUNTY,WALTHAM,VERMONT
1394,ADDISON COUNTY,WEYBRIDGE,VERMONT
1395,ADDISON COUNTY,WHITING,VERMONT
1396,ANDROSCOGGIN COUNTY,DURHAM,MAINE
1397,ANDROSCOGGIN COUNTY,GREENE,MAINE
1398,ANDROSCOGGIN COUNTY,LEEDS,MAINE
1399,ANDROSCOGGIN COUNTY,LISBON,MAINE
1400,ANDROSCOGGIN COUNTY,LIVERMORE,MAINE
1401,ANDROSCOGGIN COUNTY,LIVERMORE FALLS,MAINE
1402,ANDROSCOGGIN COUNTY,MECHANIC FALLS,MAINE
1403,ANDROSCOGGIN COUNTY,MINOT,MAINE
1404,ANDROSCOGGIN COUNTY,POLAND,MAINE
1405,ANDROSCOGGIN COUNTY,SABATTUS,MAINE
1406,ANDROSCOGGIN COUNTY,TURNER,MAINE
1407,ANDROSCOGGIN COUNTY,WALES,MAINE
1408,AROOSTOOK COUNTY,ALLAGASH,MAINE
1409,AROOSTOOK COUNTY,AMITY,MAINE
1410,AROOSTOOK COUNTY,ASHLAND,MAINE
1411,AROOSTOOK COUNTY,BLAINE,MAINE
1412,AROOSTOOK COUNTY,BRIDGEWATER,MAINE
1413,AROOSTOOK COUNTY,CARIBOU,MAINE
1414,AROOSTOOK COUNTY,CARY PLT,MAINE
1415,AROOSTOOK COUNTY,CASTLE HILL,MAINE
1416,AROOSTOOK COUNTY,CASWELL,MAINE
1417,AROOSTOOK COUNTY,CHAPMAN,MAINE
1418,AROOSTOOK COUNTY,CRYSTAL,MAINE
1419,AROOSTOOK COUNTY,CYR PLT,MAINE
1420,AROOSTOOK COUNTY,DYER BROOK,MAINE
1421,AROOSTOOK COUNTY,EAGLE LAKE,MAINE
1422,AROOSTOOK COUNTY,EASTON,MAINE
1423,AROOSTOOK COUNTY,FORT FAIRFIELD,MAINE
1424,AROOSTOOK COUNTY,FORT KENT,MAINE
1425,AROOSTOOK COUNTY,FRENCHVILLE,MAINE
1426,AROOSTOOK COUNTY,GARFIELD PLT,MAINE
1427,AROOSTOOK COUNTY,GLENWOOD PLT,MAINE
1428,AROOSTOOK COUNTY,GRAND ISLE,MAINE
1429,AROOSTOOK COUNTY,HAMLIN,MAINE
1430,AROOSTOOK COUNTY,HAMMOND,MAINE
1431,AROOSTOOK COUNTY,HAYNESVILLE,MAINE
1432,AROOSTOOK COUNTY,HERSEY,MAINE
1433,AROOSTOOK COUNTY,HODGDON,MAINE
1434,AROOSTOOK COUNTY,HOULTON,MAINE
1435,AROOSTOOK COUNTY,ISLAND FALLS,MAINE
1436,AROOSTOOK COUNTY,LIMESTONE,MAINE
1437,AROOSTOOK COUNTY,LINNEUS,MAINE
1438,AROOSTOOK COUNTY,LITTLETON,MAINE
1439,AROOSTOOK COUNTY,LUDLOW,MAINE
1440,AROOSTOOK COUNTY,MACWAHOC PLT,MAINE
1441,AROOSTOOK COUNTY,MADAWASKA,MAINE
1442,AROOSTOOK COUNTY,MADAWASKA LAKE TWP (T16 R4),MAINE
1443,AROOSTOOK COUNTY,MAPLETON,MAINE
1444,AROOSTOOK COUNTY,MARS HILL,MAINE
1445,AROOSTOOK COUNTY,MASARDIS,MAINE
1446,AROOSTOOK COUNTY,MERRILL,MAINE
1447,AROOSTOOK COUNTY,MONTICELLO,MAINE
1448,AROOSTOOK COUNTY,MORO PLT,MAINE
1449,AROOSTOOK COUNTY,NASHVILLE PLT,MAINE
1450,AROOSTOOK COUNTY,NEW CANADA,MAINE
1451,AROOSTOOK COUNTY,NEW LIMERICK,MAINE
1452,AROOSTOOK COUNTY,NEW SWEDEN,MAINE
1453,AROOSTOOK COUNTY,OAKFIELD,MAINE
1454,AROOSTOOK COUNTY,ORIENT,MAINE
1455,AROOSTOOK COUNTY,OXBOW PLT,MAINE
1456,AROOSTOOK COUNTY,PERHAM,MAINE
1457,AROOSTOOK COUNTY,PORTAGE LAKE,MAINE
1458,AROOSTOOK COUNTY,PRESQUE ISLE,MAINE
1459,AROOSTOOK COUNTY,REED PLT,MAINE
1460,AROOSTOOK COUNTY,SAINT AGATHA,MAINE
1461,AROOSTOOK COUNTY,SAINT FRANCIS,MAINE
1462,AROOSTOOK COUNTY,SAINT JOHN PLT,MAINE
1463,AROOSTOOK COUNTY,SHERMAN,MAINE
1464,AROOSTOOK COUNTY,SMYRNA,MAINE
1465,AROOSTOOK COUNTY,STOCKHOLM,MAINE
1466,,DISTRICT 25,ALASKA
1467,AROOSTOOK COUNTY,VAN BUREN,MAINE
1468,AROOSTOOK COUNTY,WADE,MAINE
1469,AROOSTOOK COUNTY,WALLAGRASS,MAINE
1470,AROOSTOOK COUNTY,WASHBURN,MAINE
1471,AROOSTOOK COUNTY,WESTFIELD,MAINE
1472,AROOSTOOK COUNTY,WESTMANLAND,MAINE
1473,AROOSTOOK COUNTY,WESTON,MAINE
1474,AROOSTOOK COUNTY,WINTERVILLE PLT,MAINE
1475,AROOSTOOK COUNTY,WOODLAND,MAINE
1476,BARNSTABLE COUNTY,CHATHAM,MASSACHUSETTS
1477,BARNSTABLE COUNTY,EASTHAM,MASSACHUSETTS
1478,BARNSTABLE COUNTY,ORLEANS,MASSACHUSETTS
1479,BARNSTABLE COUNTY,PROVINCETOWN,MASSACHUSETTS
1480,BARNSTABLE COUNTY,TRURO,MASSACHUSETTS
1481,BARNSTABLE COUNTY,WELLFLEET,MASSACHUSETTS
1482,BENNINGTON COUNTY,ARLINGTON,VERMONT
1483,BENNINGTON COUNTY,DORSET,VERMONT
1484,BENNINGTON COUNTY,LANDGROVE,VERMONT
1485,BENNINGTON COUNTY,MANCHESTER,VERMONT
