,county,jurisdiction,state
998,ESSEX COUNTY,ROCKPORT,MASSACHUSETTS
999,ESSEX COUNTY,SALISBURY,MASSACHUSETTS
1000,COLE COUNTY,COLE,MISSOURI
1001,FRANKLIN COUNTY,ORANGE,MASSACHUSETTS
1002,GARFIELD COUNTY,GARFIELD,NEBRASKA
1003,GATES COUNTY,GATES,NORTH CAROLINA
1006,HAMPDEN COUNTY,SOUTHWICK,MASSACHUSETTS
1007,HAMPSHIRE COUNTY,GRANBY,MASSACHUSETTS
1008,STEPHENS COUNTY,STEPHENS,TEXAS
1009,MIDDLESEX COUNTY,AYER,MASSACHUSETTS
1010,MIDDLESEX COUNTY,GROTON,MASSACHUSETTS
1011,MIDDLESEX COUNTY,LINCOLN,MASSACHUSETTS
1012,MIDDLESEX COUNTY,LITTLETON,MASSACHUSETTS
1013,MIDDLESEX COUNTY,PEPPERELL,MASSACHUSETTS
1014,MIDDLESEX COUNTY,STOW,MASSACHUSETTS
1015,MIDDLESEX COUNTY,TOWNSEND,MASSACHUSETTS
1016,NORFOLK COUNTY,NORFOLK,MASSACHUSETTS
1017,NORFOLK COUNTY,PLAINVILLE,MASSACHUSETTS
1019,CARROLL COUNTY,CARROLL,MISSISSIPPI
1020,COKE COUNTY,COKE,TEXAS
1021,BREWSTER COUNTY,BREWSTER,TEXAS
1022,LAKE COUNTY,LAKE,TENNESSEE
1023,,DISTRICT 7,ALASKA
1024,STERLING COUNTY,STERLING,TEXAS
1025,ESSEX COUNTY,BEVERLY,MASSACHUSETTS
1026,ESSEX COUNTY,GLOUCESTER,MASSACHUSETTS
1027,ESSEX COUNTY,HAVERHILL,MASSACHUSETTS
1028,ESSEX COUNTY,SALEM,MASSACHUSETTS
1029,MIDDLESEX COUNTY,CAMBRIDGE,MASSACHUSETTS
1030,MIDDLESEX COUNTY,EVERETT,MASSACHUSETTS
1031,MIDDLESEX COUNTY,LOWELL,MASSACHUSETTS
1032,MIDDLESEX COUNTY,MALDEN,MASSACHUSETTS
1033,MIDDLESEX COUNTY,MARLBOROUGH,MASSACHUSETTS
1034,MIDDLESEX COUNTY,MEDFORD,MASSACHUSETTS
1035,MIDDLESEX COUNTY,MELROSE,MASSACHUSETTS
1036,MIDDLESEX COUNTY,SOMERVILLE,MASSACHUSETTS
1037,MIDDLESEX COUNTY,WALTHAM,MASSACHUSETTS
1038,MIDDLESEX COUNTY,WOBURN,MASSACHUSETTS
1039,STONEWALL COUNTY,STONEWALL,TEXAS
1040,SUTTON COUNTY,SUTTON,TEXAS
1041,OTERO COUNTY,OTERO,COLORADO
1042,BACA COUNTY,BACA,COLORADO
1043,BENT COUNTY,BENT,COLORADO
1044,CROWLEY COUNTY,CROWLEY,COLORADO
1045,KIOWA COUNTY,KIOWA,COLORADO
1046,LAS ANIMAS COUNTY,LAS ANIMAS,COLORADO
1047,PROWERS COUNTY,PROWERS,COLORADO
1048,SWISHER COUNTY,SWISHER,TEXAS
1049,TARRANT COUNTY,TARRANT,TEXAS
1050,,DISTRICT 8,ALASKA
1051,COLEMAN COUNTY,COLEMAN,TEXAS
1052,,DISTRICT 20,ALASKA
1053,,DISTRICT 9,ALASKA
1054,YAVAPAI COUNTY,YAVAPAI,ARIZONA
1055,MOHAVE COUNTY,MOHAVE,ARIZONA
1056,HARRIS COUNTY,HARRIS,TEXAS
1057,CLEAR CREEK COUNTY,CLEAR CREEK,COLORADO
1058,COLLIN COUNTY,COLLIN,TEXAS
1059,PARK COUNTY,PARK,COLORADO
1060,ANDROSCOGGIN COUNTY,DURHAM,MAINE
1061,ANDROSCOGGIN COUNTY,GREENE,MAINE
1062,ANDROSCOGGIN COUNTY,LEEDS,MAINE
1063,ANDROSCOGGIN COUNTY,LISBON,MAINE
1064,ANDROSCOGGIN COUNTY,LIVERMORE,MAINE
1065,ANDROSCOGGIN COUNTY,LIVERMORE FALLS,MAINE
1066,ANDROSCOGGIN COUNTY,MECHANIC FALLS,MAINE
1067,ANDROSCOGGIN COUNTY,MINOT,MAINE
1068,ANDROSCOGGIN COUNTY,POLAND,MAINE
1069,ANDROSCOGGIN COUNTY,SABATTUS,MAINE
1070,ANDROSCOGGIN COUNTY,TURNER,MAINE
1071,ANDROSCOGGIN COUNTY,WALES,MAINE
1072,AROOSTOOK COUNTY,ALLAGASH,MAINE
1073,AROOSTOOK COUNTY,AMITY,MAINE
1074,AROOSTOOK COUNTY,ASHLAND,MAINE
1075,AROOSTOOK COUNTY,BLAINE,MAINE
1076,AROOSTOOK COUNTY,BRIDGEWATER,MAINE
1077,AROOSTOOK COUNTY,CARIBOU,MAINE
1078,AROOSTOOK COUNTY,CARY PLT,MAINE
1079,AROOSTOOK COUNTY,CASTLE HILL,MAINE
1080,AROOSTOOK COUNTY,CASWELL,MAINE
1081,AROOSTOOK COUNTY,CHAPMAN,MAINE
1082,AROOSTOOK COUNTY,CRYSTAL,MAINE
1083,AROOSTOOK COUNTY,CYR PLT,MAINE
1084,AROOSTOOK COUNTY,DYER BROOK,MAINE
1085,AROOSTOOK COUNTY,EAGLE LAKE,MAINE
1086,AROOSTOOK COUNTY,EASTON,MAINE
1087,AROOSTOOK COUNTY,FORT FAIRFIELD,MAINE
1088,AROOSTOOK COUNTY,FORT KENT,MAINE
1089,AROOSTOOK COUNTY,FRENCHVILLE,MAINE
1090,AROOSTOOK COUNTY,GARFIELD PLT,MAINE
1091,AROOSTOOK COUNTY,GLENWOOD PLT,MAINE
1092,AROOSTOOK COUNTY,GRAND ISLE,MAINE
1093,TAYLOR COUNTY,TAYLOR,TEXAS
1094,TERRELL COUNTY,TERRELL,TEXAS
1095,TERRY COUNTY,TERRY,TEXAS
1096,THROCKMORTON COUNTY,THROCKMORTON,TEXAS
1097,TITUS COUNTY,TITUS,TEXAS
1098,BRISCOE COUNTY,BRISCOE,TEXAS
1099,TOM GREEN COUNTY,TOM GREEN,TEXAS
1100,TRAVIS COUNTY,TRAVIS,TEXAS
1101,TRINITY COUNTY,TRINITY,TEXAS
1102,TYLER COUNTY,TYLER,TEXAS
1103,UPSHUR COUNTY,UPSHUR,TEXAS
1104,UPTON COUNTY,UPTON,TEXAS
1105,UVALDE COUNTY,UVALDE,TEXAS
1106,VAL VERDE COUNTY,VAL VERDE,TEXAS
1107,VAN ZANDT COUNTY,VAN ZANDT,TEXAS
1108,VICTORIA COUNTY,VICTORIA,TEXAS
1109,BROOKS COUNTY,BROOKS,TEXAS
1110,WALKER COUNTY,WALKER,TEXAS
1111,AROOSTOOK COUNTY,HAMLIN,MAINE
1112,AROOSTOOK COUNTY,HAMMOND,MAINE
1113,AROOSTOOK COUNTY,HAYNESVILLE,MAINE
1114,AROOSTOOK COUNTY,HERSEY,MAINE
1115,AROOSTOOK COUNTY,HODGDON,MAINE
1116,AROOSTOOK COUNTY,HOULTON,MAINE
1117,AROOSTOOK COUNTY,ISLAND FALLS,MAINE
1118,AROOSTOOK COUNTY,LIMESTONE,MAINE
1119,AROOSTOOK COUNTY,LINNEUS,MAINE
1120,AROOSTOOK COUNTY,LITTLETON,MAINE
1121,AROOSTOOK COUNTY,LUDLOW,MAINE
1122,AROOSTOOK COUNTY,MACWAHOC PLT,MAINE
1123,AROOSTOOK COUNTY,MADAWASKA,MAINE
1124,AROOSTOOK COUNTY,MADAWASKA LAKE TWP (T16 R4),MAINE
1125,AROOSTOOK COUNTY,MAPLETON,MAINE
1126,AROOSTOOK COUNTY,MARS HILL,MAINE
1127,AROOSTOOK COUNTY,MASARDIS,MAINE
1128,AROOSTOOK COUNTY,MERRILL,MAINE
1129,AROOSTOOK COUNTY,MONTICELLO,MAINE
1130,AROOSTOOK COUNTY,MORO PLT,MAINE
1131,AROOSTOOK COUNTY,NASHVILLE PLT,MAINE
1132,AROOSTOOK COUNTY,NEW CANADA,MAINE
1133,AROOSTOOK COUNTY,NEW LIMERICK,MAINE
1134,AROOSTOOK COUNTY,NEW SWEDEN,MAINE
1135,AROOSTOOK COUNTY,OAKFIELD,MAINE
1136,AROOSTOOK COUNTY,ORIENT,MAINE
1137,AROOSTOOK COUNTY,OXBOW PLT,MAINE
1138,AROOSTOOK COUNTY,PERHAM,MAINE
1139,AROOSTOOK COUNTY,PORTAGE LAKE,MAINE
1140,AROOSTOOK COUNTY,PRESQUE ISLE,MAINE
1141,AROOSTOOK COUNTY,REED PLT,MAINE
1142,AROOSTOOK COUNTY,SAINT AGATHA,MAINE
1143,AROOSTOOK COUNTY,SAINT FRANCIS,MAINE
1144,AROOSTOOK COUNTY,SAINT JOHN PLT,MAINE
1145,AROOSTOOK COUNTY,SHERMAN,MAINE
1146,AROOSTOOK COUNTY,SMYRNA,MAINE
1147,COLLINGSWORTH COUNTY,COLLINGSWORTH,TEXAS
1148,COLORADO COUNTY,COLORADO,TEXAS
1149,AROOSTOOK COUNTY,STOCKHOLM,MAINE
1150,AROOSTOOK COUNTY,VAN BUREN,MAINE
1151,AROOSTOOK COUNTY,WADE,MAINE
1152,AROOSTOOK COUNTY,WALLAGRASS,MAINE
1153,AROOSTOOK COUNTY,WASHBURN,MAINE
1154,AROOSTOOK COUNTY,WESTFIELD,MAINE
1155,AROOSTOOK COUNTY,WESTMANLAND,MAINE
1156,AROOSTOOK COUNTY,WESTON,MAINE
1157,AROOSTOOK COUNTY,WINTERVILLE PLT,MAINE
1158,AROOSTOOK COUNTY,WOODLAND,MAINE
1159,WALLER COUNTY,WALLER,TEXAS
1160,BARNSTABLE COUNTY,CHATHAM,MASSACHUSETTS
1161,BARNSTABLE COUNTY,EASTHAM,MASSACHUSETTS
1162,BARNSTABLE COUNTY,ORLEANS,MASSACHUSETTS
1163,HARRISON COUNTY,HARRISON,TEXAS
1164,BARNSTABLE COUNTY,PROVINCETOWN,MASSACHUSETTS
1165,BARNSTABLE COUNTY,TRURO,MASSACHUSETTS
1166,BARNSTABLE COUNTY,WELLFLEET,MASSACHUSETTS
1167,BERKSHIRE COUNTY,ALFORD,MASSACHUSETTS
1168,BERKSHIRE COUNTY,BECKET,MASSACHUSETTS
1169,BERKSHIRE COUNTY,CHESHIRE,MASSACHUSETTS
1170,BERKSHIRE COUNTY,CLARKSBURG,MASSACHUSETTS
1171,BERKSHIRE COUNTY,EGREMONT,MASSACHUSETTS
1172,BERKSHIRE COUNTY,FLORIDA,MASSACHUSETTS
1173,BERKSHIRE COUNTY,HANCOCK,MASSACHUSETTS
1174,BERKSHIRE COUNTY,HINSDALE,MASSACHUSETTS
1175,BERKSHIRE COUNTY,LANESBOROUGH,MASSACHUSETTS
1176,BERKSHIRE COUNTY,LEE,MASSACHUSETTS
1177,BERKSHIRE COUNTY,LENOX,MASSACHUSETTS
1178,BERKSHIRE COUNTY,MONTEREY,MASSACHUSETTS
1179,BERKSHIRE COUNTY,MOUNT WASHINGTON,MASSACHUSETTS
1180,BERKSHIRE COUNTY,NEW ASHFORD,MASSACHUSETTS
1181,BERKSHIRE COUNTY,NEW MARLBOROUGH,MASSACHUSETTS
1182,BERKSHIRE COUNTY,OTIS,MASSACHUSETTS
1183,BERKSHIRE COUNTY,PERU,MASSACHUSETTS
1184,BERKSHIRE COUNTY,RICHMOND,MASSACHUSETTS
1185,BERKSHIRE COUNTY,SANDISFIELD,MASSACHUSETTS
1186,BERKSHIRE COUNTY,SAVOY,MASSACHUSETTS
1187,BERKSHIRE COUNTY,SHEFFIELD,MASSACHUSETTS
1188,BERKSHIRE COUNTY,STOCKBRIDGE,MASSACHUSETTS
1189,BERKSHIRE COUNTY,TYRINGHAM,MASSACHUSETTS
1190,BERKSHIRE COUNTY,W. STOCKBRIDGE,MASSACHUSETTS
1191,BERKSHIRE COUNTY,WASHINGTON,MASSACHUSETTS
1192,BERKSHIRE COUNTY,WINDSOR,MASSACHUSETTS
1193,CUMBERLAND COUNTY,BALDWIN,MAINE
1194,CUMBERLAND COUNTY,BRIDGTON,MAINE
1195,CUMBERLAND COUNTY,BRUNSWICK,MAINE
1196,CUMBERLAND COUNTY,CAPE ELIZABETH,MAINE
1197,CUMBERLAND COUNTY,CASCO,MAINE
1198,CUMBERLAND COUNTY,CUMBERLAND,MAINE
1199,CUMBERLAND COUNTY,FALMOUTH,MAINE
1200,CUMBERLAND COUNTY,FREEPORT,MAINE
1201,CUMBERLAND COUNTY,FRYE ISLAND,MAINE
1202,CUMBERLAND COUNTY,GRAY,MAINE
1203,CUMBERLAND COUNTY,HARRISON,MAINE
1204,CUMBERLAND COUNTY,LONG ISLAND,MAINE
1205,CUMBERLAND COUNTY,NAPLES,MAINE
1206,CUMBERLAND COUNTY,NEW GLOUCESTER,MAINE
1207,CUMBERLAND COUNTY,NORTH YARMOUTH,MAINE
1208,CUMBERLAND COUNTY,POWNAL,MAINE
1209,CUMBERLAND COUNTY,RAYMOND,MAINE
1210,CUMBERLAND COUNTY,SCARBOROUGH,MAINE
1211,CUMBERLAND COUNTY,SEBAGO,MAINE
1212,CUMBERLAND COUNTY,STANDISH,MAINE
1213,CUMBERLAND COUNTY,WINDHAM,MAINE
1214,CUMBERLAND COUNTY,YARMOUTH,MAINE
1215,DUKES COUNTY,AQUINNAH,MASSACHUSETTS
1216,DUKES COUNTY,CHILMARK,MASSACHUSETTS
1217,DUKES COUNTY,EDGARTOWN,MASSACHUSETTS
1218,DUKES COUNTY,GOSNOLD,MASSACHUSETTS
1219,DUKES COUNTY,OAK BLUFFS,MASSACHUSETTS
1220,DUKES COUNTY,TISBURY,MASSACHUSETTS
1221,DUKES COUNTY,W. TISBURY,MASSACHUSETTS
1222,ESSEX COUNTY,ESSEX,MASSACHUSETTS
1223,ESSEX COUNTY,MANCHESTER-BY-THE-SEA,MASSACHUSETTS
1224,ESSEX COUNTY,NAHANT,MASSACHUSETTS
1225,ESSEX COUNTY,ROWLEY,MASSACHUSETTS
1226,ESSEX COUNTY,TOPSFIELD,MASSACHUSETTS
1227,ESSEX COUNTY,W. NEWBURY,MASSACHUSETTS
1228,ESSEX COUNTY,WENHAM,MASSACHUSETTS
1229,FRANKLIN COUNTY,AVON,MAINE
1230,FRANKLIN COUNTY,CARRABASSETT VALLEY,MAINE
1231,FRANKLIN COUNTY,CARTHAGE,MAINE
1232,FRANKLIN COUNTY,CHESTERVILLE,MAINE
1233,FRANKLIN COUNTY,COPLIN PLT,MAINE
1234,FRANKLIN COUNTY,DALLAS PLT,MAINE
1235,FRANKLIN COUNTY,EUSTIS,MAINE
1236,FRANKLIN COUNTY,FARMINGTON,MAINE
1237,FRANKLIN COUNTY,INDUSTRY,MAINE
1238,FRANKLIN COUNTY,JAY,MAINE
1239,FRANKLIN COUNTY,KINGFIELD,MAINE
1240,FRANKLIN COUNTY,NEW SHARON,MAINE
1241,FRANKLIN COUNTY,NEW VINEYARD,MAINE
1242,FRANKLIN COUNTY,PHILLIPS,MAINE
1243,FRANKLIN COUNTY,RANGELEY,MAINE
1244,FRANKLIN COUNTY,RANGELEY PLT,MAINE
1245,FRANKLIN COUNTY,SANDY RIVER PLT,MAINE
1246,FRANKLIN COUNTY,STRONG,MAINE
1247,FRANKLIN COUNTY,TEMPLE,MAINE
1248,FRANKLIN COUNTY,WELD,MAINE
1249,FRANKLIN COUNTY,WILTON,MAINE
1250,WARD COUNTY,WARD,TEXAS
1251,FRANKLIN COUNTY,ASHFIELD,MASSACHUSETTS
1252,FRANKLIN COUNTY,BERNARDSTON,MASSACHUSETTS
1253,FRANKLIN COUNTY,BUCKLAND,MASSACHUSETTS
1254,FRANKLIN COUNTY,CHARLEMONT,MASSACHUSETTS
1255,FRANKLIN COUNTY,COLRAIN,MASSACHUSETTS
1256,FRANKLIN COUNTY,CONWAY,MASSACHUSETTS
1257,FRANKLIN COUNTY,DEERFIELD,MASSACHUSETTS
1258,FRANKLIN COUNTY,ERVING,MASSACHUSETTS
1259,FRANKLIN COUNTY,GILL,MASSACHUSETTS
1260,FRANKLIN COUNTY,HAWLEY,MASSACHUSETTS
1261,FRANKLIN COUNTY,HEATH,MASSACHUSETTS
1262,FRANKLIN COUNTY,LEVERETT,MASSACHUSETTS
1263,WASHINGTON COUNTY,WASHINGTON,TEXAS
1264,FRANKLIN COUNTY,LEYDEN,MASSACHUSETTS
1265,FRANKLIN COUNTY,MONROE,MASSACHUSETTS
1266,FRANKLIN COUNTY,NEW SALEM,MASSACHUSETTS
1267,FRANKLIN COUNTY,NORTHFIELD,MASSACHUSETTS
1268,FRANKLIN COUNTY,ROWE,MASSACHUSETTS
1269,FRANKLIN COUNTY,SHELBURNE,MASSACHUSETTS
1270,FRANKLIN COUNTY,SHUTESBURY,MASSACHUSETTS
1271,FRANKLIN COUNTY,SUNDERLAND,MASSACHUSETTS
1272,FRANKLIN COUNTY,WARWICK,MASSACHUSETTS
1273,FRANKLIN COUNTY,WENDELL,MASSACHUSETTS
1274,FRANKLIN COUNTY,WHATELY,MASSACHUSETTS
1275,HAMPDEN COUNTY,BLANDFORD,MASSACHUSETTS
1276,HAMPDEN COUNTY,BRIMFIELD,MASSACHUSETTS
1277,HAMPDEN COUNTY,CHESTER,MASSACHUSETTS
1278,HAMPDEN COUNTY,GRANVILLE,MASSACHUSETTS
1279,HAMPDEN COUNTY,HAMPDEN,MASSACHUSETTS
1280,HAMPDEN COUNTY,HOLLAND,MASSACHUSETTS
1281,HAMPDEN COUNTY,MONTGOMERY,MASSACHUSETTS
1282,HAMPDEN COUNTY,RUSSELL,MASSACHUSETTS
1283,HAMPDEN COUNTY,TOLLAND,MASSACHUSETTS
1284,WEBB COUNTY,WEBB,TEXAS
1285,HAMPDEN COUNTY,WALES,MASSACHUSETTS
1286,HAMPSHIRE COUNTY,CHESTERFIELD,MASSACHUSETTS
1287,HAMPSHIRE COUNTY,CUMMINGTON,MASSACHUSETTS
1288,HAMPSHIRE COUNTY,GOSHEN,MASSACHUSETTS
1289,HAMPSHIRE COUNTY,HADLEY,MASSACHUSETTS
1290,HAMPSHIRE COUNTY,HATFIELD,MASSACHUSETTS
1291,HAMPSHIRE COUNTY,HUNTINGTON,MASSACHUSETTS
1292,HAMPSHIRE COUNTY,MIDDLEFIELD,MASSACHUSETTS
1293,HAMPSHIRE COUNTY,PELHAM,MASSACHUSETTS
1294,HAMPSHIRE COUNTY,PLAINFIELD,MASSACHUSETTS
1295,HAMPSHIRE COUNTY,SOUTHAMPTON,MASSACHUSETTS
1296,HAMPSHIRE COUNTY,WESTHAMPTON,MASSACHUSETTS
1297,HAMPSHIRE COUNTY,WILLIAMSBURG,MASSACHUSETTS
1298,HAMPSHIRE COUNTY,WORTHINGTON,MASSACHUSETTS
1299,HANCOCK COUNTY,AMHERST,MAINE
1300,HANCOCK COUNTY,AURORA,MAINE
1301,HANCOCK COUNTY,BAR HARBOR,MAINE
1302,HANCOCK COUNTY,BLUE HILL,MAINE
1303,HANCOCK COUNTY,BROOKLIN,MAINE
1304,HANCOCK COUNTY,BROOKSVILLE,MAINE
1305,HANCOCK COUNTY,BUCKSPORT,MAINE
1306,HANCOCK COUNTY,CASTINE,MAINE
1307,HANCOCK COUNTY,CRANBERRY ISLES,MAINE
1308,HANCOCK COUNTY,DEDHAM,MAINE
1309,HANCOCK COUNTY,DEER ISLE,MAINE
1310,HANCOCK COUNTY,EASTBROOK,MAINE
1311,HANCOCK COUNTY,FRANKLIN,MAINE
1312,HANCOCK COUNTY,FRENCHBORO,MAINE
1313,HANCOCK COUNTY,GOULDSBORO,MAINE
1314,HANCOCK COUNTY,GREAT POND,MAINE
1315,HANCOCK COUNTY,HANCOCK,MAINE
1316,HANCOCK COUNTY,LAMOINE,MAINE
1317,HANCOCK COUNTY,MARIAVILLE,MAINE
1318,HANCOCK COUNTY,MOUNT DESERT,MAINE
1319,HANCOCK COUNTY,ORLAND,MAINE
1320,HANCOCK COUNTY,OSBORN,MAINE
1321,HANCOCK COUNTY,OTIS,MAINE
1322,HANCOCK COUNTY,PENOBSCOT,MAINE
1323,HANCOCK COUNTY,SEDGWICK,MAINE
1324,HANCOCK COUNTY,SORRENTO,MAINE
1325,HANCOCK COUNTY,SOUTHWEST HARBOR,MAINE
1326,HANCOCK COUNTY,STONINGTON,MAINE
1327,HANCOCK COUNTY,SULLIVAN,MAINE
1328,HANCOCK COUNTY,SURRY,MAINE
1329,HANCOCK COUNTY,SWANS ISLAND,MAINE
1330,HANCOCK COUNTY,TREMONT,MAINE
1331,HANCOCK COUNTY,TRENTON,MAINE
1332,HANCOCK COUNTY,VERONA ISLAND,MAINE
1333,HANCOCK COUNTY,WALTHAM,MAINE
1334,HANCOCK COUNTY,WINTER HARBOR,MAINE
1336,KENNEBEC COUNTY,ALBION,MAINE
1337,KENNEBEC COUNTY,BELGRADE,MAINE
1338,KENNEBEC COUNTY,BENTON,MAINE
1339,KENNEBEC COUNTY,CHELSEA,MAINE
1340,KENNEBEC COUNTY,CHINA,MAINE
1341,KENNEBEC COUNTY,CLINTON,MAINE
1342,KENNEBEC COUNTY,FARMINGDALE,MAINE
1343,KENNEBEC COUNTY,FAYETTE,MAINE
1344,KENNEBEC COUNTY,GARDINER,MAINE
1345,KENNEBEC COUNTY,HALLOWELL,MAINE
1346,KENNEBEC COUNTY,LITCHFIELD,MAINE
1347,KENNEBEC COUNTY,MANCHESTER,MAINE
1348,KENNEBEC COUNTY,MONMOUTH,MAINE
1349,KENNEBEC COUNTY,MOUNT VERNON,MAINE
1350,KENNEBEC COUNTY,OAKLAND,MAINE
1351,KENNEBEC COUNTY,PITTSTON,MAINE
1352,KENNEBEC COUNTY,RANDOLPH,MAINE
1353,KENNEBEC COUNTY,READFIELD,MAINE
1354,KENNEBEC COUNTY,ROME,MAINE
1355,KENNEBEC COUNTY,SIDNEY,MAINE
1356,KENNEBEC COUNTY,VASSALBORO,MAINE
1357,KENNEBEC COUNTY,VIENNA,MAINE
1358,KENNEBEC COUNTY,WATERVILLE,MAINE
1359,KENNEBEC COUNTY,WAYNE,MAINE
1360,KENNEBEC COUNTY,WEST GARDINER,MAINE
1361,KENNEBEC COUNTY,WINDSOR,MAINE
1362,KENNEBEC COUNTY,WINSLOW,MAINE
1363,KENNEBEC COUNTY,WINTHROP,MAINE
1364,KNOX COUNTY,APPLETON,MAINE
1365,KNOX COUNTY,CAMDEN,MAINE
1366,KNOX COUNTY,CUSHING,MAINE
1367,KNOX COUNTY,FRIENDSHIP,MAINE
1368,KNOX COUNTY,HOPE,MAINE
1369,KNOX COUNTY,ISLE AU HAUT,MAINE
1370,KNOX COUNTY,MATINICUS ISLE PLT,MAINE
1371,KNOX COUNTY,NORTH HAVEN,MAINE
1372,KNOX COUNTY,OWLS HEAD,MAINE
1373,KNOX COUNTY,ROCKLAND,MAINE
1374,KNOX COUNTY,ROCKPORT,MAINE
1375,KNOX COUNTY,SAINT GEORGE,MAINE
1376,KNOX COUNTY,SOUTH THOMASTON,MAINE
1377,KNOX COUNTY,THOMASTON,MAINE
1378,KNOX COUNTY,UNION,MAINE
1379,KNOX COUNTY,VINALHAVEN,MAINE
1380,KNOX COUNTY,WARREN,MAINE
1381,KNOX COUNTY,WASHINGTON,MAINE
1382,KNOX COUNTY,WASHINGTON TWP,MAINE
1383,LINCOLN COUNTY,ALNA,MAINE
1384,LINCOLN COUNTY,BOOTHBAY,MAINE
1385,LINCOLN COUNTY,BOOTHBAY HARBOR,MAINE
1386,LINCOLN COUNTY,BREMEN,MAINE
1387,LINCOLN COUNTY,BRISTOL,MAINE
1388,LINCOLN COUNTY,DAMARISCOTTA,MAINE
1389,LINCOLN COUNTY,DRESDEN,MAINE
1390,LINCOLN COUNTY,EDGECOMB,MAINE
1391,LINCOLN COUNTY,JEFFERSON,MAINE
1392,LINCOLN COUNTY,MONHEGAN ISLAND PLT,MAINE
1393,LINCOLN COUNTY,NEWCASTLE,MAINE
1394,LINCOLN COUNTY,NOBLEBORO,MAINE
1395,LINCOLN COUNTY,SOMERVILLE,MAINE
1396,LINCOLN COUNTY,SOUTH BRISTOL,MAINE
1397,LINCOLN COUNTY,SOUTHPORT,MAINE
1398,LINCOLN COUNTY,WALDOBORO,MAINE
1399,LINCOLN COUNTY,WESTPORT ISLAND,MAINE
1400,LINCOLN COUNTY,WHITEFIELD,MAINE
1401,LINCOLN COUNTY,WISCASSET,MAINE
1402,MIDDLESEX COUNTY,ASHBY,MASSACHUSETTS
1403,MIDDLESEX COUNTY,BOXBOROUGH,MASSACHUSETTS
1404,MIDDLESEX COUNTY,CARLISLE,MASSACHUSETTS
1405,MIDDLESEX COUNTY,DUNSTABLE,MASSACHUSETTS
1406,MIDDLESEX COUNTY,SHERBORN,MASSACHUSETTS
1407,MIDDLESEX COUNTY,SHIRLEY,MASSACHUSETTS
1408,NANTUCKET COUNTY,NANTUCKET,MASSACHUSETTS
1409,NORFOLK COUNTY,AVON,MASSACHUSETTS
1410,OXFORD COUNTY,ANDOVER,MAINE
1411,OXFORD COUNTY,BETHEL,MAINE
1412,OXFORD COUNTY,BROWNFIELD,MAINE
1413,OXFORD COUNTY,BUCKFIELD,MAINE
1414,OXFORD COUNTY,BYRON,MAINE
1415,OXFORD COUNTY,CANTON,MAINE
1416,OXFORD COUNTY,DENMARK,MAINE
1417,OXFORD COUNTY,DIXFIELD,MAINE
1418,OXFORD COUNTY,FRYEBURG,MAINE
1419,OXFORD COUNTY,GILEAD,MAINE
1420,OXFORD COUNTY,GREENWOOD,MAINE
1421,OXFORD COUNTY,HANOVER,MAINE
1422,OXFORD COUNTY,HARTFORD,MAINE
1423,OXFORD COUNTY,HEBRON,MAINE
1424,OXFORD COUNTY,HIRAM,MAINE
1425,OXFORD COUNTY,LINCOLN,MAINE
1426,OXFORD COUNTY,LINCOLN PLT,MAINE
1427,OXFORD COUNTY,LOVELL,MAINE
1428,OXFORD COUNTY,MAGALLOWAY PLT,MAINE
1429,OXFORD COUNTY,MEXICO,MAINE
1430,OXFORD COUNTY,NEWRY,MAINE
1431,OXFORD COUNTY,NORWAY,MAINE
1432,OXFORD COUNTY,OTISFIELD,MAINE
1433,OXFORD COUNTY,OXFORD,MAINE
1434,OXFORD COUNTY,PARIS,MAINE
1435,OXFORD COUNTY,PERU,MAINE
1436,OXFORD COUNTY,PORTER,MAINE
1437,OXFORD COUNTY,ROXBURY,MAINE
1438,OXFORD COUNTY,RUMFORD,MAINE
1439,OXFORD COUNTY,STONEHAM,MAINE
1440,OXFORD COUNTY,STOW,MAINE
1441,OXFORD COUNTY,SUMNER,MAINE
1442,OXFORD COUNTY,SWEDEN,MAINE
1443,OXFORD COUNTY,UPTON,MAINE
1444,OXFORD COUNTY,WATERFORD,MAINE
1445,OXFORD COUNTY,WEST PARIS,MAINE
1446,OXFORD COUNTY,WOODSTOCK,MAINE
1447,PENOBSCOT COUNTY,ALTON,MAINE
1448,HARTLEY COUNTY,HARTLEY,TEXAS
1449,PENOBSCOT COUNTY,BANGOR,MAINE
1450,PENOBSCOT COUNTY,BRADFORD,MAINE
1451,PENOBSCOT COUNTY,BRADLEY,MAINE
1452,PENOBSCOT COUNTY,BREWER,MAINE
1453,PENOBSCOT COUNTY,BURLINGTON,MAINE
1454,PENOBSCOT COUNTY,CARMEL,MAINE
1455,PENOBSCOT COUNTY,CARROLL PLT,MAINE
1456,PENOBSCOT COUNTY,CHARLESTON,MAINE
1457,PENOBSCOT COUNTY,CHESTER,MAINE
1458,PENOBSCOT COUNTY,CLIFTON,MAINE
1459,PENOBSCOT COUNTY,CORINNA,MAINE
1460,PENOBSCOT COUNTY,CORINTH,MAINE
1461,EAGLE COUNTY,EAGLE,COLORADO
1462,PENOBSCOT COUNTY,DEXTER,MAINE
1463,PENOBSCOT COUNTY,DIXMONT,MAINE
1464,PENOBSCOT COUNTY,DREW PLT,MAINE
1465,PENOBSCOT COUNTY,EAST MILLINOCKET,MAINE
1466,PENOBSCOT COUNTY,EDDINGTON,MAINE
